quote_id,collection_date,advance_days,travel_date,origin,destination,airline,base_fare,taxes,total_fare
143,2026-08-04,7,2026-08-11,BOM,BLR,Akasa Air,6744.05,1530.86,8274.91
144,2026-08-04,7,2026-08-11,BOM,BLR,Akasa Air,6032.21,1369.27,7401.48
145,2026-08-04,15,2026-08-19,BOM,BLR,IndiGo,5517.67,1252.48,6770.15
146,2026-08-04,15,2026-08-19,BOM,BLR,IndiGo,5690.87,1291.79,6982.66
147,2026-08-04,15,2026-08-19,BOM,BLR,Air India,5638.12,1279.82,6917.94
148,2026-08-04,15,2026-08-19,BOM,BLR,Air India,5389.49,1223.38,6612.87
149,2026-08-04,15,2026-08-19,BOM,BLR,Air India,6306.24,1431.48,7737.72
150,2026-08-04,15,2026-08-19,BOM,BLR,Air India,5390.96,1223.71,6614.67
151,2026-08-04,15,2026-08-19,BOM,BLR,SpiceJet,5527.66,1254.75,6782.41
152,2026-08-04,15,2026-08-19,BOM,BLR,SpiceJet,5268.4,1195.9,6464.3
153,2026-08-04,15,2026-08-19,BOM,BLR,SpiceJet,4866.41,1104.64,5971.05
154,2026-08-04,15,2026-08-19,BOM,BLR,SpiceJet,4750.79,1078.4,5829.19
155,2026-08-04,15,2026-08-19,BOM,BLR,Akasa Air,4738.57,1075.63,5814.2
156,2026-08-04,15,2026-08-19,BOM,BLR,Akasa Air,5509.48,1250.62,6760.1
157,2026-08-04,15,2026-08-19,BOM,BLR,Akasa Air,5482.46,1244.49,6726.95
158,2026-08-04,15,2026-08-19,BOM,BLR,Akasa Air,4745.92,1077.3,5823.22
159,2026-08-04,30,2026-09-03,BOM,BLR,IndiGo,4812.77,1092.47,5905.24
160,2026-08-04,30,2026-09-03,BOM,BLR,IndiGo,4113.66,933.77,5047.43
161,2026-08-04,30,2026-09-03,BOM,BLR,IndiGo,4277.72,971.02,5248.74
162,2026-08-04,30,2026-09-03,BOM,BLR,IndiGo,4848.63,1100.61,5949.24
163,2026-08-04,30,2026-09-03,BOM,BLR,Air India,4907.78,1114.04,6021.82
164,2026-08-04,30,2026-09-03,BOM,BLR,Air India,5545.15,1258.72,6803.87
165,2026-08-04,30,2026-09-03,BOM,BLR,Air India,4779.69,1084.96,5864.65
166,2026-08-04,30,2026-09-03,BOM,BLR,SpiceJet,4086.6,927.63,5014.23
167,2026-08-04,30,2026-09-03,BOM,BLR,SpiceJet,4603.49,1044.96,5648.45
168,2026-08-04,30,2026-09-03,BOM,BLR,SpiceJet,4732.11,1074.16,5806.27
169,2026-08-04,30,2026-09-03,BOM,BLR,SpiceJet,4063.34,922.35,4985.69
170,2026-08-04,30,2026-09-03,BOM,BLR,Akasa Air,4149.62,941.94,5091.56
171,2026-08-04,30,2026-09-03,BOM,BLR,Akasa Air,4619.57,1048.62,5668.19
172,2026-08-04,30,2026-09-03,BOM,BLR,Akasa Air,4213.33,956.4,5169.73
173,2026-08-04,45,2026-09-18,BOM,BLR,IndiGo,3626.71,823.24,4449.95
174,2026-08-04,45,2026-09-18,BOM,BLR,IndiGo,3653.09,829.23,4482.32
175,2026-08-04,45,2026-09-18,BOM,BLR,IndiGo,3452.51,783.7,4236.21
176,2026-08-04,45,2026-09-18,BOM,BLR,Air India,4606.16,1045.57,5651.73
177,2026-08-04,45,2026-09-18,BOM,BLR,Air India,4141.44,940.08,5081.52
178,2026-08-04,45,2026-09-18,BOM,BLR,SpiceJet,3392.19,770.01,4162.2
179,2026-08-04,45,2026-09-18,BOM,BLR,SpiceJet,3383.03,767.93,4150.96
180,2026-08-04,45,2026-09-18,BOM,BLR,Akasa Air,4133.32,938.24,5071.56
181,2026-08-04,45,2026-09-18,BOM,BLR,Akasa Air,3604.88,818.29,4423.17
182,2026-08-04,45,2026-09-18,BOM,BLR,Akasa Air,3855.5,875.18,4730.68
183,2026-08-04,1,2026-08-05,DEL,CCU,IndiGo,9114.8,2069.0,11183.8
184,2026-08-04,1,2026-08-05,DEL,CCU,IndiGo,9169.98,2081.53,11251.51
185,2026-08-04,1,2026-08-05,DEL,CCU,IndiGo,10314.92,2341.42,12656.34
186,2026-08-04,1,2026-08-05,DEL,CCU,IndiGo,10149.83,2303.95,12453.78
187,2026-08-04,1,2026-08-05,DEL,CCU,Air India,10453.96,2372.99,12826.95
188,2026-08-04,1,2026-08-05,DEL,CCU,Air India,10462.4,2374.9,12837.3
189,2026-08-04,1,2026-08-05,DEL,CCU,Air India,11571.45,2626.65,14198.1
190,2026-08-04,1,2026-08-05,DEL,CCU,SpiceJet,9076.37,2060.28,11136.65
191,2026-08-04,1,2026-08-05,DEL,CCU,SpiceJet,8837.18,2005.99,10843.17
192,2026-08-04,1,2026-08-05,DEL,CCU,SpiceJet,9861.13,2238.41,12099.54
193,2026-08-04,1,2026-08-05,DEL,CCU,Akasa Air,8852.28,2009.41,10861.69
194,2026-08-04,1,2026-08-05,DEL,CCU,Akasa Air,8814.89,2000.92,10815.81
195,2026-08-04,1,2026-08-05,DEL,CCU,Akasa Air,9350.95,2122.61,11473.56
196,2026-08-04,7,2026-08-11,DEL,CCU,IndiGo,7134.68,1619.53,8754.21
197,2026-08-04,7,2026-08-11,DEL,CCU,IndiGo,7503.95,1703.35,9207.3
198,2026-08-04,7,2026-08-11,DEL,CCU,IndiGo,7375.02,1674.09,9049.11
199,2026-08-04,7,2026-08-11,DEL,CCU,Air India,9081.19,2061.38,11142.57
200,2026-08-04,7,2026-08-11,DEL,CCU,Air India,8990.9,2040.88,11031.78
201,2026-08-04,7,2026-08-11,DEL,CCU,SpiceJet,8173.25,1855.28,10028.53
202,2026-08-04,7,2026-08-11,DEL,CCU,SpiceJet,7824.13,1776.03,9600.16
203,2026-08-04,7,2026-08-11,DEL,CCU,SpiceJet,6916.76,1570.06,8486.82
204,2026-08-04,7,2026-08-11,DEL,CCU,Akasa Air,7812.98,1773.5,9586.48
205,2026-08-04,7,2026-08-11,DEL,CCU,Akasa Air,8180.02,1856.81,10036.83
206,2026-08-04,7,2026-08-11,DEL,CCU,Akasa Air,7216.25,1638.05,8854.3
207,2026-08-04,7,2026-08-11,DEL,CCU,Akasa Air,6855.44,1556.14,8411.58
208,2026-08-04,15,2026-08-19,DEL,CCU,IndiGo,6902.6,1566.85,8469.45
209,2026-08-04,15,2026-08-19,DEL,CCU,IndiGo,6548.61,1486.5,8035.11
210,2026-08-04,15,2026-08-19,DEL,CCU,IndiGo,5813.03,1319.52,7132.55
211,2026-08-04,15,2026-08-19,DEL,CCU,Air India,6724.87,1526.5,8251.37
212,2026-08-04,15,2026-08-19,DEL,CCU,Air India,7605.93,1726.5,9332.43
213,2026-08-04,15,2026-08-19,DEL,CCU,Air India,6845.91,1553.98,8399.89
214,2026-08-04,15,2026-08-19,DEL,CCU,SpiceJet,6335.64,1438.15,7773.79
215,2026-08-04,15,2026-08-19,DEL,CCU,SpiceJet,5895.85,1338.32,7234.17
216,2026-08-04,15,2026-08-19,DEL,CCU,SpiceJet,6497.41,1474.87,7972.28
217,2026-08-04,15,2026-08-19,DEL,CCU,Akasa Air,5992.78,1360.33,7353.11
218,2026-08-04,15,2026-08-19,DEL,CCU,Akasa Air,6542.92,1485.2,8028.12
219,2026-08-04,15,2026-08-19,DEL,CCU,Akasa Air,5737.08,1302.28,7039.36
220,2026-08-04,30,2026-09-03,DEL,CCU,IndiGo,5015.25,1138.43,6153.68
221,2026-08-04,30,2026-09-03,DEL,CCU,IndiGo,5947.65,1350.08,7297.73
222,2026-08-04,30,2026-09-03,DEL,CCU,IndiGo,4979.06,1130.22,6109.28
223,2026-08-04,30,2026-09-03,DEL,CCU,IndiGo,5893.48,1337.78,7231.26
224,2026-08-04,30,2026-09-03,DEL,CCU,Air India,6485.25,1472.11,7957.36
225,2026-08-04,30,2026-09-03,DEL,CCU,Air India,5706.21,1295.27,7001.48
226,2026-08-04,30,2026-09-03,DEL,CCU,SpiceJet,4895.49,1111.25,6006.74
227,2026-08-04,30,2026-09-03,DEL,CCU,SpiceJet,5710.23,1296.19,7006.42
228,2026-08-04,30,2026-09-03,DEL,CCU,SpiceJet,5717.95,1297.94,7015.89
229,2026-08-04,30,2026-09-03,DEL,CCU,Akasa Air,5786.88,1313.59,7100.47
230,2026-08-04,30,2026-09-03,DEL,CCU,Akasa Air,5074.43,1151.87,6226.3
231,2026-08-04,45,2026-09-18,DEL,CCU,IndiGo,4966.43,1127.35,6093.78
232,2026-08-04,45,2026-09-18,DEL,CCU,IndiGo,4133.69,938.32,5072.01
233,2026-08-04,45,2026-09-18,DEL,CCU,Air India,5456.36,1238.56,6694.92
234,2026-08-04,45,2026-09-18,DEL,CCU,Air India,5449.36,1236.97,6686.33
235,2026-08-04,45,2026-09-18,DEL,CCU,SpiceJet,4774.82,1083.85,5858.67
236,2026-08-04,45,2026-09-18,DEL,CCU,SpiceJet,3969.24,900.99,4870.23
237,2026-08-04,45,2026-09-18,DEL,CCU,SpiceJet,4756.55,1079.71,5836.26
238,2026-08-04,45,2026-09-18,DEL,CCU,Akasa Air,4337.88,984.67,5322.55
239,2026-08-04,45,2026-09-18,DEL,CCU,Akasa Air,4239.24,962.28,5201.52
240,2026-08-04,1,2026-08-05,BLR,HYD,IndiGo,5910.52,1341.65,7252.17
241,2026-08-04,1,2026-08-05,BLR,HYD,IndiGo,6318.65,1434.29,7752.94
242,2026-08-04,1,2026-08-05,BLR,HYD,IndiGo,6584.84,1494.72,8079.56
243,2026-08-04,1,2026-08-05,BLR,HYD,IndiGo,6697.33,1520.25,8217.58
244,2026-08-04,1,2026-08-05,BLR,HYD,Air India,7031.9,1596.2,8628.1
245,2026-08-04,1,2026-08-05,BLR,HYD,Air India,7076.92,1606.42,8683.34
246,2026-08-04,1,2026-08-05,BLR,HYD,SpiceJet,6150.77,1396.19,7546.96
247,2026-08-04,1,2026-08-05,BLR,HYD,SpiceJet,5962.12,1353.36,7315.48
248,2026-08-04,1,2026-08-05,BLR,HYD,SpiceJet,6054.68,1374.38,7429.06
249,2026-08-04,1,2026-08-05,BLR,HYD,SpiceJet,6051.99,1373.76,7425.75
250,2026-08-04,1,2026-08-05,BLR,HYD,Akasa Air,6265.77,1422.29,7688.06
251,2026-08-04,1,2026-08-05,BLR,HYD,Akasa Air,6210.45,1409.73,7620.18
252,2026-08-04,1,2026-08-05,BLR,HYD,Akasa Air,6579.27,1493.46,8072.73
253,2026-08-04,1,2026-08-05,BLR,HYD,Akasa Air,5385.37,1222.44,6607.81
254,2026-08-04,7,2026-08-11,BLR,HYD,IndiGo,5006.57,1136.46,6143.03
255,2026-08-04,7,2026-08-11,BLR,HYD,IndiGo,5197.39,1179.77,6377.16
256,2026-08-04,7,2026-08-11,BLR,HYD,IndiGo,4986.34,1131.87,6118.21
257,2026-08-04,7,2026-08-11,BLR,HYD,Air India,5222.76,1185.54,6408.3
258,2026-08-04,7,2026-08-11,BLR,HYD,Air India,5027.65,1141.25,6168.9
259,2026-08-04,7,2026-08-11,BLR,HYD,Air India,5582.45,1267.18,6849.63
260,2026-08-04,7,2026-08-11,BLR,HYD,Air India,5224.66,1185.96,6410.62
261,2026-08-04,7,2026-08-11,BLR,HYD,SpiceJet,4164.54,945.32,5109.86
262,2026-08-04,7,2026-08-11,BLR,HYD,SpiceJet,4280.49,971.65,5252.14
263,2026-08-04,7,2026-08-11,BLR,HYD,Akasa Air,4458.85,1012.13,5470.98
264,2026-08-04,7,2026-08-11,BLR,HYD,Akasa Air,4337.2,984.52,5321.72
265,2026-08-04,15,2026-08-19,BLR,HYD,IndiGo,4291.93,974.24,5266.17
266,2026-08-04,15,2026-08-19,BLR,HYD,IndiGo,3749.6,851.14,4600.74
267,2026-08-04,15,2026-08-19,BLR,HYD,IndiGo,3598.84,816.92,4415.76
268,2026-08-04,15,2026-08-19,BLR,HYD,IndiGo,4194.04,952.02,5146.06
269,2026-08-04,15,2026-08-19,BLR,HYD,Air India,4537.07,1029.89,5566.96
270,2026-08-04,15,2026-08-19,BLR,HYD,Air India,4524.52,1027.04,5551.56
271,2026-08-04,15,2026-08-19,BLR,HYD,Air India,4134.79,938.57,5073.36
272,2026-08-04,15,2026-08-19,BLR,HYD,SpiceJet,3596.61,816.41,4413.02
273,2026-08-04,15,2026-08-19,BLR,HYD,SpiceJet,3919.44,889.69,4809.13
274,2026-08-04,15,2026-08-19,BLR,HYD,Akasa Air,3531.37,801.6,4332.97
275,2026-08-04,15,2026-08-19,BLR,HYD,Akasa Air,4047.94,918.86,4966.8
276,2026-08-04,15,2026-08-19,BLR,HYD,Akasa Air,3705.07,841.03,4546.1
277,2026-08-04,30,2026-09-03,BLR,HYD,IndiGo,3550.12,805.85,4355.97
278,2026-08-04,30,2026-09-03,BLR,HYD,IndiGo,3219.71,730.85,3950.56
279,2026-08-04,30,2026-09-03,BLR,HYD,IndiGo,3079.69,699.07,3778.76
280,2026-08-04,30,2026-09-03,BLR,HYD,IndiGo,3421.0,776.55,4197.55
281,2026-08-04,30,2026-09-03,BLR,HYD,Air India,3594.87,816.01,4410.88
282,2026-08-04,30,2026-09-03,BLR,HYD,Air India,3838.42,871.3,4709.72
283,2026-08-04,30,2026-09-03,BLR,HYD,Air India,4020.41,912.61,4933.02
284,2026-08-04,30,2026-09-03,BLR,HYD,Air India,3439.51,780.75,4220.26
285,2026-08-04,30,2026-09-03,BLR,HYD,SpiceJet,3397.28,771.16,4168.44
286,2026-08-04,30,2026-09-03,BLR,HYD,SpiceJet,3462.18,785.89,4248.07
287,2026-08-04,30,2026-09-03,BLR,HYD,Akasa Air,3009.78,683.2,3692.98
288,2026-08-04,30,2026-09-03,BLR,HYD,Akasa Air,3417.63,775.78,4193.41
289,2026-08-04,45,2026-09-18,BLR,HYD,IndiGo,2631.28,597.29,3228.57
290,2026-08-04,45,2026-09-18,BLR,HYD,IndiGo,2721.31,617.72,3339.03
291,2026-08-04,45,2026-09-18,BLR,HYD,Air India,2881.73,654.13,3535.86
292,2026-08-04,45,2026-09-18,BLR,HYD,Air India,3067.3,696.26,3763.56
293,2026-08-04,45,2026-09-18,BLR,HYD,SpiceJet,2594.5,588.93,3183.43
294,2026-08-04,45,2026-09-18,BLR,HYD,SpiceJet,2523.26,572.77,3096.03
295,2026-08-04,45,2026-09-18,BLR,HYD,Akasa Air,2603.9,591.07,3194.97
296,2026-08-04,45,2026-09-18,BLR,HYD,Akasa Air,2927.41,664.51,3591.92
297,2026-08-04,45,2026-09-18,BLR,HYD,Akasa Air,2649.23,601.36,3250.59
